Date,Direction
2020-04-13,Incoming
2020-04-13,Incoming
2020-04-13,Outgoing
2020-04-13,Outgoing
2020-04-13,Outgoing
2020-04-13,Outgoing
2020-04-13,Incoming
2020-04-13,Outgoing
2020-04-13,Incoming
2020-04-13,Outgoing
2020-04-13,Outgoing
2020-04-13,Incoming
2020-04-13,Outgoing
2020-04-13,Incoming
2020-04-13,Incoming
2020-04-13,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Outgoing
2020-04-12,Outgoing
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-12,Outgoing
2020-04-12,Incoming
2020-04-12,Outgoing
2020-04-11,Outgoing
2020-04-11,Incoming
2020-04-11,Outgoing
2020-04-11,Outgoing
2020-04-11,Incoming
2020-04-11,Outgoing
2020-04-11,Incoming
2020-04-11,Incoming
2020-04-11,Incoming
2020-04-11,Outgoing
2020-04-11,Outgoing
2020-04-11,Incoming
2020-04-11,Outgoing
2020-04-11,Incoming
2020-04-11,Outgoing
2020-04-11,Incoming
2020-04-11,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-10,Incoming
2020-04-10,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Outgoing
2020-04-09,Incoming
2020-04-09,Incoming
2020-04-08,Incoming
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Incoming
2020-04-08,Incoming
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Incoming
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Incoming
2020-04-08,Outgoing
2020-04-08,Incoming
2020-04-08,Incoming
2020-04-08,Incoming
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Outgoing
2020-04-08,Incoming
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Outgoing
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-07,Incoming
2020-04-07,Incoming
2020-04-07,Outgoing
2020-04-06,Outgoing
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Outgoing
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-06,Outgoing
2020-04-06,Incoming
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Incoming
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Incoming
2020-04-05,Outgoing
2020-04-05,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Outgoing
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Outgoing
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-04,Incoming
2020-04-03,Outgoing
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-03,Incoming
2020-04-03,Outgoing
2020-04-03,Outgoing
2020-04-03,Incoming
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Incoming
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Incoming
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-02,Outgoing
2020-04-02,Outgoing
2020-04-02,Incoming
2020-04-01,Outgoing
2020-04-01,Outgoing
2020-04-01,Incoming
2020-04-01,Incoming
2020-04-01,Outgoing
2020-04-01,Outgoing
2020-04-01,Outgoing
2020-04-01,Incoming
2020-04-01,Incoming
2020-04-01,Incoming
2020-04-01,Outgoing
2020-04-01,Incoming
2020-04-01,Incoming
2020-04-01,Outgoing
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-31,Incoming
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Outgoing
2020-03-31,Incoming
2020-03-30,Outgoing
2020-03-30,Incoming
2020-03-30,Outgoing
2020-03-30,Outgoing
2020-03-30,Incoming
2020-03-30,Incoming
2020-03-30,Incoming
2020-03-30,Incoming
2020-03-30,Outgoing
2020-03-30,Outgoing
2020-03-30,Outgoing
2020-03-30,Incoming
2020-03-30,Incoming
2020-03-30,Outgoing
2020-03-30,Outgoing
2020-03-30,Incoming
2020-03-30,Incoming
2020-03-30,Outgoing
2020-03-29,Incoming
2020-03-29,Outgoing
2020-03-29,Outgoing
2020-03-29,Incoming
2020-03-29,Outgoing
2020-03-29,Outgoing
2020-03-29,Incoming
2020-03-29,Incoming
2020-03-29,Outgoing
2020-03-28,Outgoing
2020-03-28,Outgoing
2020-03-28,Incoming
2020-03-28,Outgoing
2020-03-28,Outgoing
2020-03-28,Incoming
2020-03-28,Incoming
2020-03-28,Incoming
2020-03-28,Incoming
2020-03-28,Incoming
2020-03-28,Outgoing
2020-03-28,Outgoing
2020-03-28,Incoming
2020-03-27,Incoming
2020-03-27,Incoming
2020-03-27,Outgoing
2020-03-27,Incoming
2020-03-27,Incoming
2020-03-27,Incoming
2020-03-27,Outgoing
2020-03-27,Outgoing
2020-03-27,Outgoing
2020-03-27,Incoming
2020-03-27,Outgoing
2020-03-27,Incoming
2020-03-27,Outgoing
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Outgoing
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-26,Incoming
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-26,Incoming
2020-03-26,Incoming
2020-03-26,Outgoing
2020-03-26,Outgoing
2020-03-26,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-25,Incoming
2020-03-25,Incoming
2020-03-25,Outgoing
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-24,Incoming
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Outgoing
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-24,Outgoing
2020-03-24,Outgoing
2020-03-24,Outgoing
2020-03-24,Incoming
2020-03-23,Incoming
2020-03-23,Incoming
2020-03-23,Incoming
2020-03-23,Outgoing
2020-03-23,Incoming
2020-03-23,Outgoing
2020-03-23,Incoming
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Incoming
2020-03-23,Incoming
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Incoming
2020-03-23,Incoming
2020-03-23,Incoming
2020-03-23,Incoming
2020-03-23,Outgoing
2020-03-23,Incoming
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Outgoing
2020-03-23,Incoming
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Outgoing
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-22,Outgoing
2020-03-22,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-21,Outgoing
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Incoming
2020-03-21,Outgoing
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-20,Outgoing
2020-03-20,Incoming
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Incoming
2020-03-19,Outgoing
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
