Date,Direction
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Outgoing
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-18,Incoming
2020-03-18,Outgoing
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Outgoing
2020-03-17,Incoming
2020-03-17,Incoming
2020-03-16,Outgoing
2020-03-16,Outgoing
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Outgoing
2020-03-16,Outgoing
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Outgoing
2020-03-16,Outgoing
2020-03-16,Outgoing
2020-03-16,Outgoing
2020-03-16,Outgoing
2020-03-16,Incoming
2020-03-16,Outgoing
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Incoming
2020-03-16,Outgoing
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Outgoing
2020-03-15,Outgoing
2020-03-15,Incoming
2020-03-15,Incoming
2020-03-14,Outgoing
2020-03-14,Incoming
2020-03-14,Outgoing
2020-03-14,Outgoing
2020-03-14,Outgoing
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-14,Incoming
2020-03-13,Outgoing
2020-03-13,Outgoing
2020-03-13,Incoming
2020-03-13,Incoming
2020-03-13,Incoming
2020-03-13,Outgoing
2020-03-13,Incoming
2020-03-13,Outgoing
2020-03-13,Incoming
2020-03-13,Incoming
2020-03-13,Outgoing
2020-03-13,Outgoing
2020-03-13,Incoming
2020-03-13,Incoming
2020-03-13,Incoming
2020-03-13,Outgoing
2020-03-13,Outgoing
2020-03-13,Incoming
2020-03-13,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Incoming
2020-03-12,Outgoing
2020-03-12,Outgoing
2020-03-12,Outgoing
2020-03-12,Incoming
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Incoming
2020-03-11,Incoming
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-11,Outgoing
2020-03-10,Outgoing
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Incoming
2020-03-10,Outgoing
2020-03-10,Outgoing
2020-03-10,Outgoing
2020-03-09,Outgoing
2020-03-09,Incoming
2020-03-09,Outgoing
2020-03-09,Outgoing
2020-03-09,Incoming
2020-03-09,Incoming
2020-03-09,Outgoing
2020-03-09,Incoming
2020-03-09,Outgoing
2020-03-09,Incoming
2020-03-09,Incoming
2020-03-09,Outgoing
2020-03-09,Incoming
2020-03-09,Incoming
2020-03-09,Incoming
2020-03-09,Outgoing
2020-03-09,Incoming
2020-03-09,Incoming
2020-03-09,Outgoing
2020-03-09,Outgoing
2020-03-08,Incoming
2020-03-08,Outgoing
2020-03-08,Outgoing
2020-03-08,Outgoing
2020-03-08,Incoming
2020-03-08,Incoming
2020-03-08,Outgoing
2020-03-08,Outgoing
2020-03-08,Incoming
2020-03-08,Incoming
2020-03-08,Incoming
2020-03-08,Outgoing
2020-03-08,Incoming
2020-03-07,Incoming
2020-03-07,Outgoing
2020-03-07,Incoming
2020-03-07,Incoming
2020-03-07,Incoming
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Outgoing
2020-03-06,Incoming
2020-03-05,Incoming
2020-03-05,Outgoing
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Incoming
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Outgoing
2020-03-05,Incoming
2020-03-05,Outgoing
2020-03-05,Incoming
2020-03-05,Outgoing
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Outgoing
2020-03-04,Outgoing
2020-03-04,Incoming
2020-03-04,Outgoing
2020-03-04,Outgoing
2020-03-04,Outgoing
2020-03-04,Outgoing
2020-03-04,Incoming
2020-03-04,Outgoing
2020-03-04,Outgoing
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Outgoing
2020-03-04,Incoming
2020-03-04,Outgoing
2020-03-04,Outgoing
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Incoming
2020-03-04,Outgoing
2020-03-03,Outgoing
2020-03-03,Incoming
2020-03-03,Outgoing
2020-03-03,Outgoing
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Outgoing
2020-03-03,Outgoing
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Outgoing
2020-03-03,Outgoing
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Outgoing
2020-03-03,Outgoing
2020-03-03,Outgoing
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-03,Incoming
2020-03-02,Outgoing
2020-03-02,Outgoing
2020-03-02,Incoming
2020-03-02,Incoming
2020-03-02,Incoming
2020-03-02,Outgoing
2020-03-02,Outgoing
2020-03-02,Outgoing
2020-03-02,Outgoing
2020-03-02,Incoming
2020-03-02,Outgoing
2020-03-02,Outgoing
2020-03-02,Incoming
2020-03-02,Incoming
2020-03-02,Outgoing
2020-03-02,Incoming
2020-03-02,Outgoing
2020-03-02,Outgoing
2020-03-02,Incoming
2020-03-02,Incoming
2020-03-02,Incoming
2020-03-02,Incoming
2020-03-01,Incoming
2020-03-01,Outgoing
2020-03-01,Incoming
2020-03-01,Incoming
2020-03-01,Incoming
2020-03-01,Outgoing
2020-03-01,Incoming
2020-03-01,Incoming
2020-03-01,Outgoing
2020-03-01,Incoming
2020-03-01,Incoming
2020-03-01,Outgoing
2020-03-01,Incoming
2020-03-01,Outgoing
2020-03-01,Outgoing
2020-02-29,Outgoing
2020-02-29,Outgoing
2020-02-29,Outgoing
2020-02-28,Incoming
2020-02-28,Incoming
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Incoming
2020-02-28,Incoming
2020-02-28,Incoming
2020-02-28,Outgoing
2020-02-28,Incoming
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-28,Outgoing
2020-02-27,Incoming
2020-02-27,Incoming
2020-02-27,Outgoing
2020-02-27,Outgoing
2020-02-27,Outgoing
2020-02-27,Incoming
2020-02-27,Incoming
2020-02-27,Incoming
2020-02-27,Outgoing
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-26,Incoming
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-26,Incoming
2020-02-26,Outgoing
2020-02-26,Outgoing
2020-02-26,Incoming
2020-02-25,Outgoing
2020-02-25,Incoming
2020-02-25,Outgoing
2020-02-25,Outgoing
2020-02-25,Outgoing
2020-02-25,Incoming
2020-02-25,Outgoing
2020-02-25,Outgoing
2020-02-25,Outgoing
2020-02-25,Incoming
2020-02-25,Outgoing
2020-02-25,Incoming
2020-02-25,Outgoing
2020-02-25,Outgoing
2020-02-25,Outgoing
2020-02-25,Incoming
2020-02-24,Incoming
2020-02-24,Outgoing
2020-02-24,Incoming
2020-02-24,Incoming
2020-02-24,Outgoing
2020-02-24,Outgoing
2020-02-24,Outgoing
2020-02-24,Incoming
2020-02-23,Incoming
2020-02-23,Incoming
2020-02-23,Outgoing
2020-02-23,Incoming
2020-02-23,Outgoing
2020-02-23,Incoming
2020-02-23,Outgoing
2020-02-23,Incoming
2020-02-23,Incoming
2020-02-23,Incoming
2020-02-22,Incoming
2020-02-22,Outgoing
2020-02-22,Outgoing
2020-02-22,Incoming
2020-02-22,Outgoing
2020-02-22,Incoming
2020-02-22,Incoming
2020-02-22,Outgoing
2020-02-22,Incoming
2020-02-22,Outgoing
2020-02-22,Outgoing
2020-02-22,Incoming
2020-02-22,Outgoing
2020-02-22,Incoming
2020-02-21,Incoming
2020-02-21,Outgoing
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-21,Incoming
2020-02-20,Outgoing
2020-02-20,Incoming
2020-02-20,Outgoing
2020-02-20,Outgoing
2020-02-20,Incoming
2020-02-20,Incoming
2020-02-20,Outgoing
2020-02-20,Incoming
2020-02-20,Incoming
2020-02-20,Incoming
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Incoming
2020-02-19,Incoming
2020-02-19,Incoming
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Outgoing
2020-02-19,Outgoing
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Outgoing
2020-02-19,Incoming
2020-02-19,Incoming
2020-02-18,Outgoing
2020-02-18,Incoming
2020-02-18,Incoming
2020-02-18,Outgoing
2020-02-18,Incoming
2020-02-18,Outgoing
2020-02-18,Incoming
2020-02-18,Outgoing
2020-02-18,Incoming
2020-02-18,Outgoing
2020-02-18,Incoming
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Incoming
2020-02-17,Incoming
2020-02-17,Outgoing
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Outgoing
2020-02-17,Outgoing
2020-02-17,Outgoing
2020-02-17,Outgoing
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Incoming
2020-02-17,Incoming
2020-02-17,Outgoing
2020-02-17,Incoming
2020-02-17,Incoming
2020-02-16,Outgoing
2020-02-16,Outgoing
2020-02-16,Incoming
2020-02-16,Outgoing
2020-02-16,Incoming
2020-02-16,Incoming
2020-02-16,Outgoing
2020-02-16,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Outgoing
2020-02-15,Outgoing
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-15,Incoming
2020-02-15,Incoming
2020-02-15,Outgoing
2020-02-14,Incoming
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Outgoing
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-14,Outgoing
2020-02-14,Incoming
2020-02-13,Incoming
2020-02-13,Outgoing
2020-02-13,Incoming
2020-02-13,Outgoing
2020-02-13,Incoming
2020-02-12,Outgoing
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-12,Outgoing
2020-02-12,Incoming
2020-02-12,Incoming
2020-02-12,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Incoming
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-11,Outgoing
2020-02-11,Incoming
2020-02-10,Outgoing
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Outgoing
2020-02-10,Incoming
2020-02-10,Incoming
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Outgoing
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-09,Incoming
2020-02-09,Outgoing
2020-02-08,Outgoing
2020-02-08,Incoming
